news,label,value
quotes gene hackman as saying that trump could easily turn out to be one of the best presidents that america has ever seen,false,0
the cost of college education has gone up 1200 percent since 1978,half-true,1
the shutdown of the keystone pipeline project will mean nearly 2000 union jobs lost with wisconsin companies,mostly-true,1
for the first time in over 40 years republicansdont hold a single statewide office in virginia,true,1
a cnn chyron said antifa has just taken responsibility for storming capital hill,false,0
the chinese last year probably stole $360 billion inintellectual property from the united states,mostly-true,1
hr 1 is going to take your hardearned tax dollars and millions more and send them to a political candidates campaign so they can put ads on tv,barely-true,0
fifty percent of the graduating class of the year 2012 will have smoked marijuana or have done illegal drugs,mostly-true,1
says kanye west got 40000 votes in the presidential election in kentucky,false,0
saysstacey evans voted for school vouchersin the beginning,half-true,1
race is the no 1 indicator for where toxic and polluting facilities are today,mostly-true,1
the majority of women are minimum wage workers,false,0
the city of san antonio reuses almost 40 percent of its water you know how much the city of austin reuses about 5 percent and thats not right we can do better,barely-true,0
there have been at least 100 shootings each year angel taveras has been mayor of providence,mostly-true,1
gdp is booming lets spread the prosperity to the middle class with bigtaxcuts ourtaxreformpackage doubles standard deduction brings $$$ back home and reduces rates for all taxpayers we willmaga,barely-true,0
while the sequester is in effect the federal government is still funding a study on duck penises,mostly-true,1
the obama administration even proposed banning farm kids from doing basic chores,pants-fire,0
minority farmers get big bonus white ones get none because of democrats,half-true,1
under operation warp speed weve pioneered groundbreaking therapies reducing the fatality rate 85 since april,half-true,1
says he and president barack obama have the same position on gay marriage,half-true,1
